subject,t_from_onset_s,slope_uv_per_deg,r
S7,4.52,-0.1684570779929869,-0.44628131783903807
S7,4.56,-0.185402059087064,-0.4857873076183632
S7,4.6,-0.20063116107118326,-0.5218815063213532
S7,4.64,-0.21113466867902864,-0.5476111801072581
S7,4.68,-0.2160349860964775,-0.5617927516227428
S7,4.72,-0.2163490508435009,-0.5675944092762462
S7,4.76,-0.21405550102372078,-0.5694385545175915
S7,4.8,-0.21095953254960087,-0.570305780484619
S7,4.84,-0.20835912336631499,-0.5711780339077055
S7,4.88,-0.20727132056215844,-0.5722560765935265
S7,4.92,-0.20799450003882122,-0.5737834019680654
S7,4.96,-0.2090878060475241,-0.5747709589352462
S7,5.0,-0.2072475909747405,-0.571316004774207
S7,5.04,-0.19951649611387173,-0.5586602460323884
S7,5.08,-0.18809679160467746,-0.539844772462184
S7,5.12,-0.18439032047409015,-0.5374752547899707
S7,5.16,-0.20497251074333706,-0.5816091749175968
S7,5.2,-0.25575797006832807,-0.6531725872664679
S7,5.24,-0.31378447553713323,-0.6890224455519839
S7,5.28,-0.3267297220838231,-0.6590842097180556
S7,5.32,-0.24082808419091695,-0.5221195303880727
S7,5.36,-0.03905765564598202,-0.10273543703367696
S8,-0.4,-0.07659794681693928,-0.47061644011807746
S8,-0.36,-0.23057663686841226,-0.7370568462811554
S8,-0.32,-0.46528707026961297,-0.8595940116897485
S8,-0.28,-0.7440496069414635,-0.9126559175057241
S8,-0.24,-1.0075405387793117,-0.936794212079969
S8,-0.2,-1.198456113298613,-0.9472591960498695
S8,-0.16,-1.2869216352683575,-0.949904295060236
S8,-0.12,-1.281566582291138,-0.9474296761104173
S8,-0.08,-1.2178871546267913,-0.9416743409076591
S8,-0.04,-1.1344711478915444,-0.9344024286601486
S8,0.0,-1.055624582256692,-0.9271411919397354
S8,0.04,-0.9884203028246716,-0.9204602069900781
S8,0.08,-0.9298800469399139,-0.9135951027176403
S8,0.12,-0.8751871581126413,-0.9051338984091941
S8,0.16,-0.8211813255248054,-0.894182038947407
S8,0.2,-0.7660510633883583,-0.8808556447452325
S8,0.24,-0.7084359796322607,-0.8656397696421511
S8,0.28,-0.6469738425566883,-0.8481038688716399
S8,0.32,-0.5802869415638588,-0.8261040734616545
S8,0.36,-0.5078050683075948,-0.7961982846539765
S8,0.4,-0.4306147081000043,-0.7536173137088057
S8,0.44,-0.3511406480807569,-0.6904824008166498
S8,0.48,-0.2721716610494356,-0.5963697549830927
S8,0.52,-0.19627811145854612,-0.46699257713410464
S8,0.56,-0.12568946646054144,-0.3139764500711967
S8,0.6,-0.062221725490662565,-0.15876220637465557
S8,0.64,-0.007229473795195767,-0.018524433772066223
S8,0.68,0.038441097330646434,0.09805935461276222
S8,0.72,0.07475215541881114,0.18938719671535792
S8,0.76,0.10290410895655383,0.25937656257854164
S8,0.8,0.1251915008051561,0.3146183612864076
S8,0.84,0.14421352988344344,0.36146307287781265
S8,0.88,0.16230263935750622,0.4052131750151317
S8,0.92,0.18143686725897606,0.4503223818168811
S8,0.96,0.20292210154633633,0.49911093948866414
S8,1.0,0.22694315742901305,0.5501976802311329
S8,1.04,0.2528657477031968,0.5999835955777177
S8,1.08,0.2800157113966365,0.6462074054933293
S8,1.12,0.3077803851059523,0.6890333031544182
S8,1.16,0.33523954771212355,0.7288568045079484
S8,1.2,0.3611185188086058,0.7646060909440264
S8,1.24,0.3838207841990348,0.7949226126373485
S8,1.28,0.40150719775463595,0.8200086994070462
S8,1.32,0.4130605400298637,0.8415419369923332
S8,1.36,0.41935186969402394,0.8610828535966248
S8,1.4,0.4230092508609048,0.8783871748089989
S8,1.44,0.42644196830556896,0.8905682315922289
S8,1.48,0.4297678576075352,0.893273178916405
S8,1.52,0.43042894104380225,0.8834226291748721
S8,1.56,0.42511108660812186,0.8606675571034754
S8,1.6,0.4126243838693257,0.8272195680073277
S8,1.64,0.39544692004040577,0.7884899528931937
S8,1.68,0.3786954196220094,0.7534268704565035
S8,1.72,0.36727263742907473,0.7311647592691548
S8,1.76,0.3631419447060188,0.7253191022146306
S8,1.8,0.3646784111047645,0.7317975732306041
S8,1.84,0.368610134336085,0.7430261950334732
S8,1.88,0.3729084215153823,0.7543086829082666
S8,1.92,0.37814242765691236,0.7661082534423355
S8,1.96,0.38637466825235933,0.7810946033104486
S8,2.0,0.3988855423397909,0.8000227640205559
S8,2.04,0.414532103713637,0.8204683375303332
S8,2.08,0.4296531292652184,0.8381391656006862
S8,2.12,0.439554056029406,0.8487842059822424
S8,2.16,0.44104007210814666,0.8502409793218594
S8,2.2,0.43467206533859803,0.843812079527124
S8,2.24,0.424950923892507,0.8338136835094622
S8,2.28,0.41786803519575266,0.8255342640580967
S8,2.32,0.4175292505518813,0.8226563598835817
S8,2.36,0.42417008674788304,0.8254312163097175
S8,2.4,0.43441923243928166,0.8308997934188261
S8,2.44,0.4433033778306466,0.8348288005719353
S8,2.48,0.4468887121641227,0.8335952643641469
S8,2.52,0.4439227672260804,0.8251691539229602
S8,2.56,0.43547058411763234,0.8093476928583677
S8,2.6,0.4233525397722643,0.7870094660441428
S8,2.64,0.4091167291155553,0.7592910707674059
S8,2.68,0.39417870437873553,0.7282825166027204
S8,2.72,0.38032407107494987,0.6979692302056038
S8,2.76,0.36955158117767234,0.6729402644396582
S8,2.8,0.3631830437737051,0.6561054746000701
S8,2.84,0.36077785024750664,0.647284509468392
S8,2.88,0.35972972503910394,0.6429386399496221
S8,2.92,0.35625855378464283,0.6376794523157752
S8,2.96,0.347531443317735,0.627286162132259
S8,3.0,0.33347406341069674,0.6112147750452096
S8,3.04,0.3169792882231588,0.593277064309436
S8,3.08,0.30243493088758294,0.5801638068452463
S8,3.12,0.29344380832386757,0.5776858798199076
S8,3.16,0.29094042561717287,0.586755344827336
S8,3.2,0.2926692992353246,0.602813879707711
S8,3.24,0.29414554233361734,0.6189468401826925
S8,3.28,0.29033844202250814,0.6283783918475274
S8,3.32,0.27732191399018946,0.6245215810360224
S8,3.36,0.25335460007287675,0.6006322052370583
S8,3.4,0.2191193575665863,0.5505353764159338
S8,3.44,0.177545722207757,0.471294767026014
S8,3.48,0.13381856714356852,0.36954783050878925
S8,3.52,0.09500124702116333,0.26712003873896367
S8,3.56,0.0680314313919197,0.19213536314546933
S8,3.6,0.056643128494698936,0.16059977763531147
S8,3.64,0.05955814651069292,0.17004726814085494
S8,3.68,0.07130918142187861,0.2044272641183596
S8,3.72,0.08467216526131754,0.2417588724447851
S8,3.76,0.09322147997383291,0.2632924776822624
S8,3.8,0.09344256618299007,0.2606744203418117
S8,3.84,0.08560095427496166,0.2367750534188236
S8,3.88,0.07264282925978878,0.20056005447880804
S8,3.92,0.05795853813711295,0.16060144779299695
S8,3.96,0.04384639549745221,0.12205583230693116
S8,4.0,0.031347724098088926,0.08731961335487973
S8,4.04,0.02062307826575835,0.057193218947130586
S8,4.08,0.010815461644413247,0.02982844278170982
S8,4.12,0.00014806298843535867,0.0004076026046098691
S8,4.16,-0.012722172458181337,-0.035130641982891175
S8,4.2,-0.02763323516839804,-0.07676178564323258
S8,4.24,-0.04345647042872264,-0.12141733023366069
S8,4.28,-0.058760244380328674,-0.16440825409566576
S8,4.32,-0.0719865619539587,-0.19976774141436235
S8,4.36,-0.08218499958089852,-0.22317206968235362
S8,4.4,-0.08943564038802847,-0.2346514392213312
S8,4.44,-0.09394829392479989,-0.23698999462667378
S8,4.48,-0.09516637946079348,-0.23251197516895866
S8,4.52,-0.0918522976513817,-0.22113778034428144
S8,4.56,-0.08288610023514718,-0.20061812289490832
S8,4.6,-0.06841842194915475,-0.16906097159797429
S8,4.64,-0.05052070420322897,-0.12799783992223665
S8,4.68,-0.03263620165392109,-0.08388424165092875
S8,4.72,-0.018471314778517104,-0.04706212687975203
S8,4.76,-0.01105417246827025,-0.02725815056647407
S8,4.8,-0.011956635642653129,-0.028240169082320132
S8,4.84,-0.020614111293180304,-0.04705058423494246
S8,4.88,-0.03434368840799975,-0.07751768296912498
S8,4.92,-0.04962540748839461,-0.11376088731169491
S8,4.96,-0.06373355675992134,-0.15133163062573585
S8,5.0,-0.07553055300639049,-0.18703005649692545
S8,5.04,-0.08558006751880286,-0.22000123149315434
S8,5.08,-0.09595661158401864,-0.25356567860797086
S8,5.12,-0.10889577561286448,-0.29294215099396287
S8,5.16,-0.12337844943640708,-0.33590265829131283
S8,5.2,-0.13141769613423254,-0.36262245906665824
S8,5.24,-0.1184959131912436,-0.33536728715182584
S8,5.28,-0.07024130130351607,-0.2050727530537876
S8,5.32,0.01847920234693795,0.05246910453449716
S8,5.36,0.1381797313028987,0.3350360997385554
S9,-0.4,-0.3822783313984207,-0.8620471356047095
S9,-0.36,-0.7858487332570026,-0.9346806056622159
S9,-0.32,-1.2971220685222324,-0.9653128742752849
S9,-0.28,-1.814928685463559,-0.9776927384672
S9,-0.24,-2.2254879238502023,-0.9829197703903216
S9,-0.2,-2.4509217674934822,-0.9849123220674991
S9,-0.16,-2.4830665609275973,-0.9848545735522901
S9,-0.12,-2.3768349943821323,-0.9830581153781937
S9,-0.08,-2.208430438401461,-0.9798217323016711
S9,-0.04,-2.0347597742837804,-0.9756607905762735
S9,0.0,-1.8794299636535579,-0.9709413314975883
S9,0.04,-1.7418704469897903,-0.9655021130392423
S9,0.08,-1.612689840713807,-0.9587250558658159
S9,0.12,-1.4837917828790967,-0.9497606987322873
S9,0.16,-1.3519254555870308,-0.9375036806045609
S9,0.2,-1.218178957412549,-0.9203678175278919
S9,0.24,-1.0857424588973204,-0.8964040781762593
S9,0.28,-0.9578536992661962,-0.8640280052139644
S9,0.32,-0.8368394060200496,-0.822651472086088
S9,0.36,-0.7238324058960857,-0.7725046545838108
S9,0.4,-0.6185911130704286,-0.7140339452442459
S9,0.44,-0.5191529002063647,-0.6465948310478711
S9,0.48,-0.42186532778401914,-0.5659467517909349
S9,0.52,-0.3226230600428976,-0.4632579146269498
S9,0.56,-0.2189770370503973,-0.3301811861122687
S9,0.6,-0.11208730220808152,-0.17132663342879403
S9,0.64,-0.0073964013836886125,-0.011025207794757918
S9,0.68,0.08710625314981602,0.1241776685343734
S9,0.72,0.16461341386488904,0.2264916123761508
S9,0.76,0.222585232038626,0.30425276484481134
S9,0.8,0.26340475239322236,0.3698722233385468
S9,0.84,0.2930808636382209,0.43267370433892766
S9,0.88,0.31876918668278187,0.4954867060503334
S9,0.92,0.34592360156853297,0.5540922126035004
S9,0.96,0.3771507992627325,0.602439853411614
S9,1.0,0.4137055603030259,0.6392034602253376
S9,1.04,0.4572018053434789,0.6676495606401969
S9,1.08,0.5092577060774404,0.6917240075642528
S9,1.12,0.5700626584148845,0.7139029639067516
S9,1.16,0.6375066314076215,0.7349913408096381
S9,1.2,0.7072691390357616,0.7545379573346783
S9,1.24,0.7737679271400025,0.7713583129927656
S9,1.28,0.8315898794965241,0.7843574144871687
S9,1.32,0.8767764736495317,0.7934131763929274
S9,1.36,0.9076629020198915,0.7995968371394109
S9,1.4,0.9248645448482726,0.8044794407121566
S9,1.44,0.9304960091648513,0.8091503359360581
S9,1.48,0.9275112711732542,0.8137335606498264
S9,1.52,0.9191855991308422,0.8174690604388339
S9,1.56,0.9081682342097325,0.8192784596432694
S9,1.6,0.89549171631586,0.818628691117419
S9,1.64,0.8805592440928978,0.81598669799575
S9,1.68,0.862319140440427,0.8124654405614068
S9,1.72,0.840779367350371,0.8091411223106924
S9,1.76,0.8175897552423426,0.8065049301889662
S9,1.8,0.7951202391477122,0.8042201702452922
S9,1.84,0.774991858524233,0.8013596976979022
S9,1.88,0.7574967554995731,0.7970957965042669
S9,1.92,0.7421259997618795,0.7913669582120519
S9,1.96,0.7281814171844148,0.7848596153659739
S9,2.0,0.7148363769748379,0.7782825279149679
S9,2.04,0.701014017196438,0.7716772279552417
S9,2.08,0.6855524420878374,0.7643855364171104
S9,2.12,0.6677456963750351,0.7558898259156765
S9,2.16,0.6479930258428298,0.7469274974939079
S9,2.2,0.6281306230099142,0.7396905962255227
S9,2.24,0.6108543702911348,0.7367746049980464
S9,2.28,0.5978287236505136,0.7393442139833599
S9,2.32,0.5877939941080453,0.7455754721803632
S9,2.36,0.5768414065269869,0.7508378212761064
S9,2.4,0.5608338397391631,0.7496878923082957
S9,2.44,0.5377295903670412,0.7380079017979273
S9,2.48,0.5085145660763116,0.714152914871175
S9,2.52,0.47660269212339296,0.6791780712574217
S9,2.56,0.4454181819120976,0.6355549567893409
S9,2.6,0.4155874643131855,0.5847251301812165
S9,2.64,0.38470208445965454,0.5266749171713891
S9,2.68,0.34991335508565363,0.46226637288036987
S9,2.72,0.3107456177554814,0.39513447037809357
S9,2.76,0.2705684161158741,0.3321085784144119
S9,2.8,0.2360386542531784,0.28203014007056876
S9,2.84,0.21413063110811312,0.25246113567303
S9,2.88,0.20833176670815715,0.24634409454603934
S9,2.92,0.21667664466573258,0.2609515880598279
S9,2.96,0.23300916671797545,0.2894930747357308
S9,3.0,0.25075955073769973,0.32490103064821346
S9,3.04,0.2665513255986723,0.3636851022226326
S9,3.08,0.2811747943168127,0.4071861763653684
S9,3.12,0.2978451704894013,0.45935226288505465
S9,3.16,0.31906374183398767,0.5213822292334023
S9,3.2,0.344153957520009,0.5868073073705956
S9,3.24,0.3691362924714823,0.6434261966420688
S9,3.28,0.3885187005036006,0.6815111711625338
S9,3.32,0.3975363692301745,0.6986858658753491
S9,3.36,0.3939883884682745,0.6984635164296081
S9,3.4,0.37874794496340125,0.6869794699679233
S9,3.44,0.3547758794813271,0.6698936464553223
S9,3.48,0.32588516682960056,0.6499105248605592
S9,3.52,0.2959435487932219,0.6262728661374708
S9,3.56,0.2681416910882317,0.5967399222023213
S9,3.6,0.24437690546900523,0.5610761361632093
S9,3.64,0.2251629318398919,0.5228813670290364
S9,3.68,0.21003290556509494,0.48745696651158676
S9,3.72,0.19790168160812996,0.45774356872538585
S9,3.76,0.1873111131693464,0.432593342867549
S9,3.8,0.17695343295294103,0.4088071485640029
S9,3.84,0.16633888604106326,0.3845919029515451
S9,3.88,0.15577448678942604,0.36083343583476507
S9,3.92,0.1456585843064661,0.33915171727266524
S9,3.96,0.13607382799223824,0.31954167759338176
S9,4.0,0.1267786255451469,0.30004678544696856
S9,4.04,0.11714298625814917,0.27799540311148196
S9,4.08,0.10635435665367267,0.25149509236915435
S9,4.12,0.09421186285474918,0.2209223756331937
S9,4.16,0.081456800096692,0.18912678390160037
S9,4.2,0.06894374255808382,0.15911292741185373
S9,4.24,0.05690081172977802,0.13175221096699774
S9,4.28,0.04534272513454581,0.10645527497384383
S9,4.32,0.034497859453883256,0.08265242950854976
S9,4.36,0.024279559516956165,0.05926643256440142
S9,4.4,0.013973341851365425,0.03434101351567506
S9,4.44,0.002652658441894146,0.006431782168028755
S9,4.48,-0.010460526686565115,-0.024534758551313457
S9,4.52,-0.02566578754147324,-0.0577102104647315
S9,4.56,-0.04239351570713186,-0.09178054014549009
S9,4.6,-0.059410211675659366,-0.1254845999580031
S9,4.64,-0.07560034675853569,-0.15812846512066853
S9,4.68,-0.09073290930778945,-0.18976800958142634
S9,4.72,-0.10561731680686427,-0.2209481692670251
S9,4.76,-0.12108915727043382,-0.2514045591520557
S9,4.8,-0.13646842178068974,-0.2786757365144434
S9,4.84,-0.14918092092366378,-0.29886270609954846
S9,4.88,-0.15593019636055366,-0.3085241304656707
S9,4.92,-0.15443851273781756,-0.30545990312620397
S9,4.96,-0.14508684716895923,-0.28974146078043894
S9,5.0,-0.1322440239696625,-0.26723623648808864
S9,5.04,-0.12455743455581139,-0.25314593774134064
S9,5.08,-0.13251298612159407,-0.26793519227936
S9,5.12,-0.16098634478101478,-0.3200212628900221
S9,5.16,-0.19727290490617394,-0.3839531302704654
S9,5.2,-0.2022913453047218,-0.39573999649916297
S9,5.24,-0.11713872928263289,-0.24449615460251978
S9,5.28,0.1102315244992426,0.230229452369495
S9,5.32,0.49086995441056674,0.7164704711531129
S9,5.36,0.977941870968794,0.8912085219542174
S10,-0.4,-0.33826729436094205,-0.9765590743105088
S10,-0.36,-0.6614176193919982,-0.9902894101934894
S10,-0.32,-1.0524138785128399,-0.994957607647826
S10,-0.28,-1.4195100768747415,-0.9962318828390345
S10,-0.24,-1.6674008967885017,-0.9963976053279839
S10,-0.2,-1.7379519660529983,-0.9961819563866174
S10,-0.16,-1.6358778144118682,-0.9957716497683122
S10,-0.12,-1.420437165327914,-0.995204876250162
S10,-0.08,-1.1679403128135728,-0.9944773096239092
S10,-0.04,-0.9347218025122639,-0.9933895328289735
S10,0.0,-0.7430869542336508,-0.9910257703703884
S10,0.04,-0.589598601256105,-0.9846051493570616
S10,0.08,-0.4617480284364362,-0.9668685530237242
S10,0.12,-0.3501344181433948,-0.9216653864988633
S10,0.16,-0.251528754936123,-0.8233443182324385
S10,0.2,-0.16574439559003326,-0.6520361132188586
S10,0.24,-0.0920295803204121,-0.41449664829500965
S10,0.28,-0.0281275905675236,-0.13791842393107578
S10,0.32,0.028646524882665877,0.14539609395185701
S10,0.36,0.08012561600272834,0.4007232352455801
S10,0.4,0.12652217303243665,0.598105335788227
S10,0.44,0.16636237532368764,0.7246868730955777
S10,0.48,0.19738160979024255,0.7899243002091765
S10,0.52,0.21790037792153602,0.8153224796703218
S10,0.56,0.2275896883752161,0.8198993180274945
S10,0.6,0.22758051183227174,0.8148550537579707
S10,0.64,0.22046046858291973,0.8058592715193111
S10,0.68,0.20987920682474692,0.7967153539206
S10,0.72,0.1994466061066609,0.7905402403951614
S10,0.76,0.19164580139139345,0.7882228580438339
S10,0.8,0.1875825858422605,0.7877243531184621
S10,0.84,0.1873220047015679,0.7872083383394943
S10,0.88,0.19018080401785545,0.7886954201044031
S10,0.92,0.1950138186059176,0.7971568240439101
S10,0.96,0.20057258002105732,0.8161984893866872
S10,1.0,0.20554492150671874,0.8443870030275068
S10,1.04,0.20847008100993825,0.8751550356602061
S10,1.08,0.20831336347020865,0.9010461361215094
S10,1.12,0.20535606584290855,0.91823758540221
S10,1.16,0.20102860141683138,0.9259307368785684
S10,1.2,0.1965733319575852,0.9221538704030376
S10,1.24,0.19198400909512464,0.9044879721205195
S10,1.28,0.1859350312065522,0.8742474049069364
S10,1.32,0.17637622558780122,0.833296981832226
S10,1.36,0.1616694073650071,0.7788211912252527
S10,1.4,0.14197830244476178,0.7059847898101872
S10,1.44,0.11986444467979568,0.6160650176682456
S10,1.48,0.09941529690748703,0.5216550403812205
S10,1.52,0.08448275872122918,0.442600474514778
S10,1.56,0.07709928883695293,0.39459467438723583
S10,1.6,0.07677140091506464,0.3798543088008475
S10,1.64,0.08087934077193673,0.38791871031989944
S10,1.68,0.08588222498854414,0.40312170165074446
S10,1.72,0.08852886506300511,0.4108959750587334
S10,1.76,0.08644578029290911,0.4006048553329369
S10,1.8,0.07830958812986308,0.36597177042016027
S10,1.84,0.0641488265684846,0.3049149848996751
S10,1.88,0.045661182825642126,0.2210511270354673
S10,1.92,0.02583140676361527,0.12612560311116677
S10,1.96,0.007836256743859576,0.03791591892636893
S10,2.0,-0.006061199407451335,-0.02858243987714601
S10,2.04,-0.015328016898377062,-0.06978475728320521
S10,2.08,-0.021526334471713177,-0.09432297854946906
S10,2.12,-0.02756001674888092,-0.11626741664475776
S10,2.16,-0.03572489502229068,-0.14574777910924958
S10,2.2,-0.046051623171651554,-0.18318513170594974
S10,2.24,-0.05645440564493745,-0.22068157133821342
S10,2.28,-0.06434290515277073,-0.2483888906549354
S10,2.32,-0.06807592076130234,-0.26065111771073285
S10,2.36,-0.0673936106771789,-0.25753794944795044
S10,2.4,-0.06322905962126012,-0.2428341331788093
S10,2.44,-0.05745462183451292,-0.22277148853885942
S10,2.48,-0.05235837784307857,-0.20513208426427815
S10,2.52,-0.049724170772495184,-0.19647662230615798
S10,2.56,-0.050090584228552525,-0.19903560811051774
S10,2.6,-0.052708322142901685,-0.21002093917759518
S10,2.64,-0.05604500161869586,-0.2234813415244019
S10,2.68,-0.05878936683752267,-0.23454531495661665
S10,2.72,-0.06101174808437603,-0.24404462892762502
S10,2.76,-0.06438172648122321,-0.2590265631356166
S10,2.8,-0.07090044260367746,-0.2875757128808187
S10,2.84,-0.08112120138053909,-0.3317973953793806
S10,2.88,-0.09354148014517648,-0.38548674593447385
S10,2.92,-0.10561898652850861,-0.4379484200253411
S10,2.96,-0.11526692035903119,-0.4792542582077668
S10,3.0,-0.12182357491579089,-0.504529600056912
S10,3.04,-0.1263587861962866,-0.5169607365039349
S10,3.08,-0.13103021664963924,-0.5259459245550324
S10,3.12,-0.13769176102245936,-0.5406386491518126
S10,3.16,-0.14703781485502743,-0.5651476839960856
S10,3.2,-0.1586427449360252,-0.5975719245032872
S10,3.24,-0.17087757057278646,-0.6304338242965598
S10,3.28,-0.18073319416360284,-0.6532073815925292
S10,3.32,-0.18476311597207593,-0.6576044278805768
S10,3.36,-0.1811422071586754,-0.6415401293897611
S10,3.4,-0.17127454485104526,-0.6100136854643746
S10,3.44,-0.15956462573517058,-0.5747361074554929
S10,3.48,-0.15138567522291038,-0.5510567101836947
S10,3.52,-0.15039664868331123,-0.5501006416320814
S10,3.56,-0.15674390528456875,-0.5712421398586548
S10,3.6,-0.16722290085771876,-0.6029481180245067
S10,3.64,-0.17742471068807783,-0.6316745651321966
S10,3.68,-0.18440858934632012,-0.6493023773867883
S10,3.72,-0.18779592306479884,-0.6537766130517368
S10,3.76,-0.18883543152835994,-0.6467705642130636
S10,3.8,-0.1890929414600331,-0.6330287610519666
S10,3.84,-0.1897944886035616,-0.6195855517359566
S10,3.88,-0.19128001697837274,-0.6122469704981032
S10,3.92,-0.19278988762726862,-0.6126479146788334
S10,3.96,-0.19318704116509564,-0.6187610119138762
S10,4.0,-0.19176329686952903,-0.6269351007203016
S10,4.04,-0.18815350090111066,-0.633121560460647
S10,4.08,-0.18206517154036808,-0.6334679449457847
S10,4.12,-0.17369974234598307,-0.6260503852909216
S10,4.16,-0.164297133094364,-0.6129411828199093
S10,4.2,-0.15601838279450816,-0.5996655551326628
S10,4.24,-0.15128875525103255,-0.5924142344849642
S10,4.28,-0.151771153774612,-0.5950763956465127
S10,4.32,-0.157013587664457,-0.6064829559060639
S10,4.36,-0.1639596899942706,-0.6205619151047885
S10,4.4,-0.1686215402469114,-0.631229138791473
S10,4.44,-0.16884641206380394,-0.6368511205040552
S10,4.48,-0.1655695463480502,-0.6404001051419422
S10,4.52,-0.16179693891205743,-0.6471251500773934
S10,4.56,-0.16062640191756442,-0.6610184329620203
S10,4.6,-0.16334166255903154,-0.6804660633399561
S10,4.64,-0.16860521364019704,-0.6980266013425647
S10,4.68,-0.17367733849411693,-0.7065763443093024
S10,4.72,-0.17650547061798053,-0.7031433092505888
S10,4.76,-0.1768791270592578,-0.6882002006001504
S10,4.8,-0.17624524964115493,-0.6660659749243293
S10,4.84,-0.17658178113104916,-0.6447310431195528
S10,4.88,-0.1790056404925685,-0.6316932875076636
S10,4.92,-0.18325460710676816,-0.630268224321328
S10,4.96,-0.18827001848134642,-0.6398601040509034
S10,5.0,-0.19334475983751256,-0.6582348830844593
S10,5.04,-0.19933070435009528,-0.6835940285366618
S10,5.08,-0.20828408144633417,-0.714551373306131
S10,5.12,-0.21930249296899945,-0.7451297348844239
S10,5.16,-0.22164334192051335,-0.7526041918732965
S10,5.2,-0.19178234507590153,-0.6737037720727923
S10,5.24,-0.1011147787616181,-0.3644909827161755
S10,5.28,0.06739385515725407,0.20296932483839064
S10,5.32,0.30464398056116104,0.6233178087823945
S10,5.36,0.5744019273435162,0.8145305881510297
S11,-0.4,-0.4020956796248442,-0.46282784734977883
S11,-0.36,-0.9085595052741143,-0.6640277422751817
S11,-0.32,-1.562702323028727,-0.8019256163571676
S11,-0.28,-2.2181090052226726,-0.8753072508273425
S11,-0.24,-2.718812691351204,-0.9092364942128437
S11,-0.2,-2.9708926099885806,-0.9213472281894353
S11,-0.16,-2.982282442628052,-0.9197168453392665
S11,-0.12,-2.8404062859782906,-0.907978997348921
S11,-0.08,-2.6466112885253827,-0.8890506260979383
S11,-0.04,-2.4636342332362893,-0.8661378216567972
S11,0.0,-2.3062655240506134,-0.8414685147179679
S11,0.04,-2.1633640394900246,-0.8152951812072698
S11,0.08,-2.0233245355861595,-0.786802942539124
S11,0.12,-1.8855186381168436,-0.7559159864523024
S11,0.16,-1.7575982340731051,-0.7242015603990186
S11,0.2,-1.6480104225739645,-0.6941568289013339
S11,0.24,-1.5605956439477404,-0.667664119348749
S11,0.28,-1.492434789359528,-0.6448817940400409
S11,0.32,-1.4351822725173706,-0.6242677873639024
S11,0.36,-1.3795313392737827,-0.6036535548082843
S11,0.4,-1.3197070672479563,-0.5814927386699706
S11,0.44,-1.2546229989790334,-0.5573532893767086
S11,0.48,-1.186175069114907,-0.531737120796776
S11,0.52,-1.1171400537071168,-0.5057604505290005
S11,0.56,-1.0497960066732854,-0.4807443925412617
S11,0.6,-0.9850300170168654,-0.4575367779600534
S11,0.64,-0.9220928942246287,-0.43596263915143885
S11,0.68,-0.8593084094516653,-0.4148673386806745
S11,0.72,-0.7951032516848534,-0.39256873126088304
S11,0.76,-0.7284013269958388,-0.3674448751884935
S11,0.8,-0.6588051605155765,-0.33862141459849926
S11,0.84,-0.5870830082324832,-0.30646962625731133
S11,0.88,-0.5153406261714848,-0.27250537579262724
S11,0.92,-0.4466229609962185,-0.23885268741993365
S11,0.96,-0.38414662173199693,-0.20759689481731677
S11,1.0,-0.3300770966498034,-0.18012390878656967
S11,1.04,-0.2845014538702647,-0.1566871185067189
S11,1.08,-0.24563886896627976,-0.1365280988438848
S11,1.12,-0.2107911628522341,-0.11831513582411647
S11,1.16,-0.17731482985046734,-0.10060761441279993
S11,1.2,-0.14342108215696114,-0.08229904920809913
S11,1.24,-0.10907604968368424,-0.06323128014556764
S11,1.28,-0.07628573804644109,-0.04453960436730889
S11,1.32,-0.048039404042598086,-0.028125439840849076
S11,1.36,-0.02644109716740407,-0.015453214168517072
S11,1.4,-0.011366969343169378,-0.006608854554464492
S11,1.44,-0.0003165416375054771,-0.00018281095013830684
S11,1.48,0.010083735639480887,0.005788029516561686
S11,1.52,0.021654324573059578,0.012377556721401242
S11,1.56,0.03347267333514605,0.019095565833282233
S11,1.6,0.042797243963000026,0.024405729766582805
S11,1.64,0.046798908094967374,0.026689736806867287
S11,1.68,0.04397491601177318,0.02507386354712135
S11,1.72,0.03490181795170092,0.019891599789155483
S11,1.76,0.02170048600342197,0.012367124120276522
S11,1.8,0.006398260758988473,0.0036505144609776073
S11,1.84,-0.01006349242390465,-0.0057591495645187805
S11,1.88,-0.02721133997002905,-0.015658466436593896
S11,1.92,-0.044446371336767265,-0.025790305432101743
S11,1.96,-0.06153921839387261,-0.03610404937021198
S11,2.0,-0.0786043560073238,-0.04670179137589686
S11,2.04,-0.09507039206366694,-0.05718457899795813
S11,2.08,-0.10976268347099107,-0.06668374456661169
S11,2.12,-0.12180236203781068,-0.07448134082699742
S11,2.16,-0.13100316376105386,-0.08038129551792578
S11,2.2,-0.13808633599082465,-0.08487327218985191
S11,2.24,-0.1449497697235297,-0.0892002712322382
S11,2.28,-0.15393192856957746,-0.09482100583052894
S11,2.32,-0.1663644248573738,-0.10251385817737481
S11,2.36,-0.18158646538531695,-0.11181298874531519
S11,2.4,-0.19728244674442172,-0.12129232496312307
S11,2.44,-0.21069543036109112,-0.12938435070628784
S11,2.48,-0.21995187668943172,-0.13513400801123393
S11,2.52,-0.22503875874856216,-0.1386169710871612
S11,2.56,-0.22771994622317715,-0.14077826882027697
S11,2.6,-0.23014558529130857,-0.14267773113978904
S11,2.64,-0.23389386156458594,-0.1450756964700869
S11,2.68,-0.24002858835564686,-0.14856831197544068
S11,2.72,-0.2488294354885368,-0.1534122423602624
